0.860072449,0.978710396,0.419329627
0.48204677,0.234776117,0.09823012
0.217775204,0.582847372,0.159888144
0.288973894,0.509906066,0.515168695
0.028643233,0.933275161,0.815830217
0.050335201,0.114431719,0.653874219
0.297013633,0.741301875,0.005949323
0.871107042,0.573622819,0.980326222
0.447328727,0.44435366,0.900591372
0.683506526,0.690578073,0.368010201
0.202491409,0.3623099,0.716643073
0.013778976,0.475946092,0.517124239
0.049607436,0.54472016,0.135814983
0.795721977,0.72381844,0.554202043
0.373070201,0.661600428,0.748112337
0.370259738,0.695061493,0.031895974
0.882800117,0.758622905,0.542954399
0.167757292,0.308925393,0.853469463
0.410671793,0.538594199,0.938843718
0.771243571,0.502968652,0.14853474
